pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
90,1,control,2020-09-17 15:49:51.424798,2020-09-17 15:53:05.396913,2020-09-17 15:57:01.478046,6.9,0,High school graduate,Yes,32,Male,-,-,,0,4,"[12, 12, 6, 7, 7, 6, 5, 6, 6, 12]","[38, 14, 36, 41, 41, 42, 31, 48, 30, -26]",295.0,29.5,"[36, 14, 36, 41, 41, 42, 31, 48, 30, -26]",0.4875,"[0.308, 0.308, 0.571, 0.5, 0.5, 0.571, 0.667, 0.571, 0.571, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91,1,control,2020-09-17 15:41:23.080665,2020-09-17 15:46:26.215677,2020-09-17 15:50:39.284049,8.8,0,College degree,No,36,Male,-,-,,0,4,"[9, 4, 3, 3, 2, 1, 1, 2, 2, 2]","[-29, -50, 43, 45, -2, 47, 47, -2, 22, 22]",143.0,14.3,"[-37, -60, 47, 39, -52, 43, 47, 22, 38, -18]",0.4867,"[0.4, 0.8, 0.167, 1.0, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5]","[0, 0, 3.0, 0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0]"
92,1,control,2020-09-17 15:36:35.319482,2020-09-17 15:48:53.39927,2020-09-17 15:53:00.936103,10.4,0,College degree,Yes,29,male,-,-,god,0,4,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[38, -40, 18, 30, 6, 20, 14, 6, 24, 26]",142.0,14.2,"[36, -40, -28, 30, 6, 20, 14, 6, 24, 26]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93,1,control,2020-09-17 15:48:41.68943,2020-09-17 15:51:36.005486,2020-09-17 15:53:59.106257,5.2,0,High school graduate,No,30,Male,-,-,,0,4,"[12, 12, 8, 6, 6, 6, 6, 6, 6, 6]","[24, 30, 14, 46, 14, 22, 34, 38, 22, 38]",282.0,28.2,"[24, 30, 14, 44, 10, 26, 38, 40, 20, 36]",0.5057,"[0.308, 0.308, 0.444, 0.571, 0.571, 0.571, 0.571, 0.571, 0.571, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,1,control,2020-09-17 15:49:29.86038,2020-09-17 15:51:47.433275,2020-09-17 15:54:14.887363,4.5,0,College degree,No,23,Male,-,-,,0,4,"[5, 5, 5, 5, 4, 7, 5, 4, 3, 5]","[47, 47, 41, 23, 44, -45, 45, 48, 47, 23]",320.0,32.0,"[43, 43, 37, 27, 46, -45, 37, 40, 43, 31]",0.6502,"[0.667, 0.667, 0.667, 0.667, 0.8, 0.5, 0.667, 0.8, 0.4, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0, 0]"
95,1,control,2020-09-17 15:49:16.316646,2020-09-17 15:51:52.554171,2020-09-17 15:54:59.844377,5.6,0,College degree,No,39,Male,-,-,,2,4,"[0, 0, 1, 1, 1, 1, 1, 3, 1, 3]","[0, 0, 47, 23, 23, 47, 23, 21, 23, 21]",228.0,22.8,"[32, -30, 57, 35, 23, 49, 27, 9, 17, 13]",0.35,"[0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 0.25, 1.0, 0.25, 1.0]","[4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0, 3.0, 0]"
96,1,control,2020-09-17 15:50:16.24516,2020-09-17 15:52:53.084824,2020-09-17 15:56:27.732033,5.9,0,College degree,No,49,male,-,-,"WOrkers are used to using a code to prove survey completion; even if you ignore it, it's comforting to have something to submit when the survey is done",2,4,"[0, 0, 1, 1, 1, 1, 3, 2, 1, 1]","[0, 0, 23, 23, 23, -1, 21, 46, 23, 47]",205.0,20.5,"[48, -54, 11, 19, 23, -51, 15, 40, 35, 47]",0.3,"[0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.5, 0.25, 0.25]","[4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 0, 2.0, 3.0, 3.0]"
97,1,control,2020-09-17 15:38:40.672368,2020-09-17 15:42:15.982715,2020-09-17 15:45:30.24672,6.5,0,High school graduate,No,46,male,-,-,,0,4,"[3, 2, 3, 6, 3, 3, 1, 3, 3, 3]","[45, 46, 21, -58, -27, 21, 47, 21, 21, 21]",158.0,15.8,"[45, 56, 29, -60, -37, 23, 49, 33, 27, 27]",0.8321,"[1.0, 0.5, 1.0, 0.571, 1.0, 1.0, 0.25, 1.0, 1.0, 1.0]","[0, 2.0, 0, 0, 0, 0, 3.0, 0, 0, 0]"
98,1,control,2020-09-17 15:50:48.628649,2020-09-17 15:53:10.607267,2020-09-17 15:55:57.878071,4.8,0,College degree,No,42,male,-,-,,0,4,"[1, 2, 1, 1, 1, 1, 2, 7, 3, 2]","[23, 22, 3, 3, 3, 23, -2, 41, 45, 46]",207.0,20.7,"[17, 24, -49, 41, 47, 23, 34, 41, 47, 34]",0.35,"[0.25, 0.5, 0.0, 0.0, 0.0, 0.25, 0.5, 0.5, 1.0, 0.5]","[3.0, 2.0, 4.0, 4.0, 4.0, 3.0, 2.0, 0, 0, 2.0]"
99,1,control,2020-09-17 15:42:43.684305,2020-09-17 15:44:52.841517,2020-09-17 15:47:30.125601,4.6,0,College degree,No,27,Female,-,-,,0,4,"[5, 9, 11, 2, 3, 3, 5, 5, 5, 6]","[27, 41, 35, 48, 21, 21, 41, 45, 47, 36]",362.0,36.2,"[31, 41, 35, 40, -15, 13, 37, 41, 43, 36]",0.6172,"[0.667, 0.4, 0.333, 0.2, 1.0, 1.0, 0.667, 0.667, 0.667, 0.571]","[0, 0, 0, 3.0, 0, 0, 0, 0, 0, 0]"
100,1,control,2020-09-17 15:37:00.002452,2020-09-17 15:42:14.017436,2020-09-17 15:45:25.197703,7.7,0,High school graduate,No,48,female,-,-,,0,4,"[3, 3, 2, 3, 3, 3, 3, 3, 6, 3]","[45, 45, -2, 45, 45, 21, 45, 21, 18, 21]",304.0,30.4,"[47, 37, 36, 45, 35, 27, 43, 31, 12, 19]",0.9071,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.571, 1.0]","[0, 0, 2.0, 0, 0, 0, 0, 0, 0, 0]"
101,1,control,2020-09-17 15:34:36.448657,2020-09-17 15:36:46.606956,2020-09-17 15:39:21.974952,4.5,0,High school graduate,Yes,33,Male,-,-,,0,4,"[4, 1, 4, 3, 3, 3, 1, 2, 3, 3]","[-6, 47, 46, -27, 21, 43, 47, 46, 21, 21]",259.0,25.9,"[-26, 47, 42, -37, 19, 39, 49, 38, 23, 17]",0.5833,"[0.333, 0.25, 0.333, 1.0, 1.0, 0.167, 0.25, 0.5, 1.0, 1.0]","[2.0, 3.0, 2.0, 0, 0, 3.0, 3.0, 2.0, 0, 0]"
102,1,control,2020-09-17 15:39:17.720659,2020-09-17 15:41:46.290284,2020-09-17 15:44:19.201776,4.4,0,College degree,No,25,female,-,-,,0,4,"[2, 2, 2, 2, 3, 2, 1, 5, 4, 4]","[-2, 46, -2, 22, 21, 46, 47, 23, 24, 24]",249.0,24.9,"[16, 36, -24, -18, 9, 40, 47, 27, 32, 32]",0.5417,"[0.5, 0.2, 0.5, 0.5, 1.0, 0.2, 0.25, 0.667, 0.8, 0.8]","[2.0, 3.0, 2.0, 2.0, 0, 3.0, 3.0, 0, 0, 0]"
103,1,control,2020-09-17 15:30:24.794721,2020-09-17 15:32:21.363104,2020-09-17 15:35:25.169329,4.8,0,High school graduate,No,38,male,-,-,,0,4,"[4, 6, 5, 5, 6, 6, 6, 4, 7, 6]","[54, 26, 37, 37, 48, 14, 30, 44, 43, 18]",351.0,35.1,"[54, 26, 37, 37, 48, 14, 30, 44, 43, 18]",0.4213,"[0.143, 0.571, 0.286, 0.286, 0.571, 0.571, 0.571, 0.143, 0.5, 0.571]","[3.0, 0, 2.0, 2.0, 0, 0, 0, 3.0, 0, 0]"
104,1,control,2020-09-17 15:46:05.538095,2020-09-17 15:53:13.309695,2020-09-17 16:04:05.821468,17.5,0,College degree,No,50,Female,-,-,no,1,4,"[0, 5, 6, 8, 9, 6, 6, 6, 6, 6]","[0, 25, 42, 50, 39, 12, 36, 48, 38, 42]",332.0,33.2,"[46, 25, 42, 50, 39, 12, 36, 48, 38, 42]",0.4556,"[0.0, 0.286, 0.571, 0.444, 0.4, 0.571, 0.571, 0.571, 0.571, 0.571]","[4.0, 2.0, 0, 0, 0, 0, 0, 0, 0, 0]"
105,1,control,2020-09-17 15:30:23.307559,2020-09-17 15:33:22.828733,2020-09-17 15:36:10.752706,5.5,0,College degree,No,29,female,-,-,nope,0,4,"[3, 3, 3, 3, 1, 3, 1, 2, 2, 1]","[-27, 21, 21, 21, 23, -27, 23, 22, 46, 23]",146.0,14.6,"[-17, 33, 23, 27, 17, -25, 27, 26, 52, 25]",0.675,"[1.0, 1.0, 1.0, 1.0, 0.25, 1.0, 0.25, 0.5, 0.5, 0.25]","[0, 0, 0, 0, 3.0, 0, 3.0, 2.0, 2.0, 3.0]"
106,1,control,2020-09-17 15:30:54.625186,2020-09-17 15:33:25.592417,2020-09-17 15:35:50.48295,3.4,0,College degree,No,29,Male,-,-,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 45, 45, 21, 21, 45, 45, 21, 45, 21]",354.0,35.4,"[51, 39, 51, 9, 11, 45, 47, 17, 35, 25]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,1,control,2020-09-17 15:31:49.210272,2020-09-17 15:34:40.168814,2020-09-17 15:37:39.971707,5.8,0,College degree,No,37,Male,-,-,None,0,4,"[9, 6, 10, 7, 12, 7, 12, 7, 9, 10]","[39, 48, 48, 27, 8, 25, 6, 41, 45, -58]",229.0,22.9,"[39, 48, 48, 27, 8, 25, -24, 41, 45, -58]",0.4215,"[0.4, 0.571, 0.364, 0.5, 0.308, 0.5, 0.308, 0.5, 0.4, 0.364]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
108,1,control,2020-09-17 15:32:32.329637,2020-09-17 15:35:06.84733,2020-09-17 15:37:52.061786,5.2,0,College degree,No,40,female,-,-,Very interesting. Thank you.,0,4,"[12, 4, 6, 6, 4, 5, 12, 4, 12, 3]","[38, 34, 24, 48, 44, 41, -34, 38, -60, 21]",194.0,19.4,"[38, 32, 24, 48, 44, 41, -34, 38, -60, 23]",0.3781,"[0.308, 0.143, 0.571, 0.571, 0.143, 0.286, 0.308, 0.143, 0.308, 1.0]","[0, 3.0, 0, 0, 3.0, 2.0, 0, 3.0, 0, 0]"
109,1,control,2020-09-17 15:33:07.788692,2020-09-17 15:35:31.477906,2020-09-17 15:37:50.454954,4.5,0,College degree,No,35,male,-,-,,1,4,"[0, 3, 3, 1, 2, 3, 2, 1, 1, 1]","[0, -51, 21, 23, 46, 21, 22, 23, 47, 23]",175.0,17.5,"[-60, -41, 27, 25, 40, 9, 24, 21, 49, 11]",0.5,"[0.0, 1.0, 1.0, 0.25, 0.5, 1.0, 0.5, 0.25, 0.25, 0.25]","[4.0, 0, 0, 3.0, 2.0, 0, 2.0, 3.0, 3.0, 3.0]"
110,1,control,2020-09-17 15:39:57.097974,2020-09-17 15:42:02.040766,2020-09-17 15:44:42.668607,4.6,0,College degree,No,28,Female,-,-,,0,4,"[5, 9, 4, 5, 2, 2, 4, 2, 4, 3]","[11, -59, 44, 27, 46, 46, 40, 50, 44, 21]",270.0,27.0,"[13, -59, 44, 31, 48, 52, 36, 46, 38, 27]",0.54,"[0.667, 0.4, 0.333, 0.667, 0.5, 0.5, 0.333, 0.2, 0.8, 1.0]","[0, 0, 2.0, 0, 2.0, 2.0, 2.0, 3.0, 0, 0]"
111,1,control,2020-09-17 15:31:20.653719,2020-09-17 15:35:45.472525,2020-09-17 15:38:11.87707,6.8,0,High school graduate,No,37,Female,-,-,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-52, 46, 18, -26, -16, 30, -20, -50, -24, 44]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
112,1,control,2020-09-17 15:33:05.828759,2020-09-17 15:36:23.032428,2020-09-17 15:38:52.719492,5.6,0,College degree,No,34,female,-,-,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[58, 28, -44, 48, 36, -16, 24, 20, -26, 46]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
113,1,control,2020-09-17 15:35:18.333487,2020-09-17 15:36:58.013343,2020-09-17 15:39:08.443522,3.7,0,College degree,Yes,32,Male,-,-,,0,4,"[6, 3, 3, 6, 3, 3, 3, 5, 3, 3]","[46, 21, 45, -46, 21, 45, 21, 15, 45, 45]",258.0,25.8,"[42, 33, 39, -48, 27, 47, 13, 13, 39, 51]",0.8809,"[0.571, 1.0, 1.0, 0.571, 1.0, 1.0, 1.0, 0.667, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114,1,control,2020-09-17 15:33:59.975041,2020-09-17 15:37:07.845296,2020-09-17 15:40:27.315344,6.1,0,College degree,Yes,39,male,-,-,,0,4,"[8, 7, 4, 8, 8, 8, 6, 5, 6, 7]","[44, 15, 50, 24, 42, 30, 44, 55, -28, 43]",319.0,31.9,"[40, 15, 50, 24, 40, 30, 44, 55, -28, 43]",0.4728,"[0.444, 0.5, 0.143, 0.444, 0.444, 0.444, 0.571, 0.667, 0.571, 0.5]","[0, 0, 3.0, 0, 0, 0, 0, 0, 0, 0]"
115,1,control,2020-09-17 15:35:09.693187,2020-09-17 15:38:49.050623,2020-09-17 15:41:46.19498,6.4,0,College degree,Yes,52,Male,-,-,,0,4,"[6, 3, 1, 1, 3, 6, 1, 3, 3, 3]","[38, 45, 47, 47, 21, 22, 47, 21, 45, 21]",354.0,35.4,"[34, 39, 47, 39, 23, 18, 39, 29, 39, 29]",0.6892,"[0.571, 1.0, 0.25, 0.25, 1.0, 0.571, 0.25, 1.0, 1.0, 1.0]","[0, 0, 3.0, 3.0, 0, 0, 3.0, 0, 0, 0]"
116,1,control,2020-09-17 15:36:39.404114,2020-09-17 15:39:12.59817,2020-09-17 15:41:33.357358,4.7,0,College degree,No,39,male,-,-,,7,4,"[0, 0, 0, 0, 0, 0, 0, 1, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 47, 46, 47]",140.0,14.0,"[48, 28, 18, -54, -36, 48, 20, 43, 40, 47]",0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.25]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 3.0]"
117,1,control,2020-09-17 15:37:55.550289,2020-09-17 15:40:48.839375,2020-09-17 15:43:24.476727,5.1,0,College degree,No,57,male,-,-,,0,4,"[3, 1, 1, 1, 1, 3, 2, 1, 2, 1]","[45, 23, 47, 23, 23, -27, 46, 23, 46, 47]",296.0,29.6,"[51, 23, 41, 31, 27, -23, 46, 15, 40, 49]",0.45,"[1.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.5, 0.25, 0.5, 0.25]","[0, 3.0, 3.0, 3.0, 3.0, 0, 2.0, 3.0, 2.0, 3.0]"
118,1,control,2020-09-17 15:38:27.174411,2020-09-17 15:41:22.602502,2020-09-17 15:43:57.045893,5.2,0,College degree,Yes,28,Male,-,-,,0,4,"[8, 3, 6, 4, 3, 9, 4, 3, 2, 3]","[10, 45, 46, 36, 21, 27, 40, 45, 46, 45]",361.0,36.1,"[10, 51, 44, 38, 21, 27, 38, 39, 48, 47]",0.7515,"[0.444, 1.0, 0.571, 0.8, 1.0, 0.4, 0.8, 1.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0, 0]"
119,1,control,2020-09-17 15:32:02.239538,2020-09-17 15:36:13.941808,2020-09-17 15:39:00.027151,6.6,0,College degree,No,32,Male,-,-,none,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[24, 30, 42, -38, 50, -42, 48, -30, -20, 12]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
120,1,control,2020-09-17 15:49:48.733991,2020-09-17 15:53:23.299822,2020-09-17 15:56:53.398206,6.8,0,College degree,No,44,female,-,-,,0,4,"[3, 7, 12, 9, 9, 8, 6, 12, 7, 9]","[-3, 25, -40, 39, 9, 50, 26, 12, 53, 29]",200.0,20.0,"[35, 25, -40, 39, 9, 50, 26, 12, 53, 29]",0.3831,"[0.0, 0.5, 0.308, 0.4, 0.4, 0.444, 0.571, 0.308, 0.5, 0.4]","[4.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
121,1,control,2020-09-17 16:05:50.843075,2020-09-17 16:09:45.520646,2020-09-17 16:12:51.278115,6.9,0,College degree,Yes,33,Female,-,-,,0,4,"[5, 6, 6, 10, 6, 7, 6, 6, 6, 9]","[31, 14, 42, -46, 36, 29, 38, 36, 44, 39]",263.0,26.3,"[31, 14, 42, -46, 36, 29, 38, 36, 44, 39]",0.5357,"[0.667, 0.571, 0.571, 0.364, 0.571, 0.5, 0.571, 0.571, 0.571, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122,1,control,2020-09-17 15:54:00.157419,2020-09-17 15:57:21.545434,2020-09-17 16:00:48.179951,6.5,0,College degree,No,56,Female,-,-,,0,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 3, -1, 1, 47, 23, -1, 23, 47]",142.0,14.2,"[-19, 25, 47, 43, -15, 43, 15, -45, 11, 41]",0.125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 0.25]","[4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
123,1,control,2020-09-17 16:24:48.263711,2020-09-17 16:27:55.593202,2020-09-17 16:31:30.4545,6.5,0,College degree,Yes,27,Male,-,-,No additional comments or feedback this time,0,4,"[8, 12, 6, 5, 7, 8, 7, 6, 7, 6]","[-46, 6, 40, 23, 41, 50, 29, 18, 43, 12]",216.0,21.6,"[-46, 6, 40, 27, 41, 50, 29, 18, 43, 12]",0.5076,"[0.444, 0.308, 0.571, 0.667, 0.5, 0.444, 0.5, 0.571, 0.5, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,1,control,2020-09-17 16:27:19.381068,2020-09-17 16:33:24.964719,2020-09-17 16:36:24.009343,8.4,0,College degree,No,41,female,-,-,,0,4,"[3, 3, 6, 4, 3, 3, 3, 1, 1, 4]","[33, 17, 12, 24, 45, 45, 21, 47, 47, 32]",323.0,32.3,"[33, 15, 12, 24, 33, 39, 13, 53, 47, 32]",0.4881,"[0.167, 0.167, 0.571, 0.143, 1.0, 1.0, 1.0, 0.25, 0.25, 0.333]","[3.0, 3.0, 0, 3.0, 0, 0, 0, 3.0, 3.0, 2.0]"
125,1,control,2020-09-17 16:37:26.16597,2020-09-17 16:39:29.420036,2020-09-17 16:41:47.10164,4.1,0,College degree,No,31,female,-,-,,2,4,"[0, 0, 1, 1, 1, 1, 1, 3, 3, 2]","[0, 0, 23, 23, 47, 23, 23, 21, 21, -2]",179.0,17.9,"[14, 18, 11, 23, 45, 29, 21, 27, 33, 14]",0.375,"[0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 0.25, 1.0, 1.0, 0.5]","[4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0, 0, 2.0]"
126,1,control,2020-09-17 16:44:13.218889,2020-09-17 16:46:45.458294,2020-09-17 16:50:27.237632,6.0,0,High school graduate,No,22,"female
",-,-,,4,4,"[0, 0, 3, 2, 2, 2, 0, 0, 3, 3]","[0, 0, 21, 22, 48, 22, 0, 0, 45, 49]",207.0,20.7,"[-16, -54, 13, 16, 34, 16, -24, -48, 39, 45]",0.3,"[0.0, 0.0, 1.0, 0.5, 0.2, 0.5, 0.0, 0.0, 0.4, 0.4]","[4.0, 4.0, 0, 2.0, 3.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
127,1,control,2020-09-17 16:45:15.61629,2020-09-17 16:48:15.588814,2020-09-17 16:51:34.273026,5.4,0,College degree,No,32,Female,-,-,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 21, 21, 21, 45, 21, 45, -51, 45, 21]",234.0,23.4,"[45, 15, 15, 33, 39, 21, 47, -49, 45, 19]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
128,1,control,2020-09-17 16:49:56.50458,2020-09-17 16:52:59.554136,2020-09-17 16:55:29.993279,5.3,0,High school graduate,Yes,-,-,-,-,,0,4,"[12, 4, 5, 6, 8, 4, 6, 12, 7, 6]","[8, 46, 49, 16, 14, 38, 44, -40, -21, 12]",166.0,16.6,"[8, 46, 49, 16, 14, 38, 44, -40, -21, 12]",0.3845,"[0.308, 0.143, 0.286, 0.571, 0.444, 0.143, 0.571, 0.308, 0.5, 0.571]","[0, 3.0, 2.0, 0, 0, 3.0, 0, 0, 0, 0]"
129,1,control,2020-09-17 16:47:45.271248,2020-09-17 16:58:30.946152,2020-09-17 17:02:46.949237,7.4,0,College degree,No,35,female,-,-,,0,4,"[1, 2, 1, 1, 1, 1, 2, 2, 2, 2]","[47, 22, 47, 47, 47, -1, 22, -2, 22, 22]",273.0,27.3,"[47, 14, 39, 47, 41, -61, 16, 26, 10, 16]",0.375,"[0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, 0.5, 0.5]","[3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
130,1,control,2020-09-17 17:12:13.807821,2020-09-17 17:14:29.768815,2020-09-17 17:17:40.000825,5.3,0,College degree,Yes,25,male,-,-,,0,4,"[2, 6, 1, 12, 3, 8, 9, 8, 5, 10]","[-2, 18, 47, -26, 47, -40, 41, 34, 41, 14]",174.0,17.4,"[-50, 30, 39, -26, 55, -44, 39, 34, 49, 14]",0.4115,"[0.5, 0.571, 0.25, 0.308, 0.167, 0.444, 0.4, 0.444, 0.667, 0.364]","[2.0, 0, 3.0, 0, 3.0, 0, 0, 0, 0, 0]"
131,1,control,2020-09-17 17:17:53.593428,2020-09-17 17:21:07.429745,2020-09-17 17:23:48.674923,5.8,0,High school graduate,Yes,43,male,-,-,,0,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, 47, -1, 23, -1, -1, 23, -1, -1]",86.0,8.6,"[41, -35, 39, 25, 31, -19, 37, 29, 31, -15]",0.25,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
132,1,control,2020-09-17 17:22:13.458679,2020-09-17 17:26:02.253821,2020-09-17 17:29:20.685345,6.7,0,College degree,No,37,Female,-,-,,0,4,"[6, 6, 4, 11, 5, 5, 5, 3, 6, 10]","[14, 36, 38, 13, 15, 17, 27, 21, 30, -46]",165.0,16.5,"[14, 36, 38, 13, 15, 17, 27, 21, 30, -46]",0.3959,"[0.571, 0.571, 0.143, 0.333, 0.667, 0.286, 0.286, 0.167, 0.571, 0.364]","[0, 0, 3.0, 0, 0, 2.0, 2.0, 3.0, 0, 0]"
133,1,control,2020-09-17 17:27:41.36234,2020-09-17 17:33:14.244351,2020-09-17 17:37:47.221709,9.7,0,High school graduate,No,25,Male,-,-,Thank you,0,4,"[1, 1, 1, 2, 2, 2, 1, 2, 3, 1]","[23, 23, 47, 22, 46, 46, 23, 46, 21, 47]",344.0,34.4,"[15, 33, 47, 34, 48, 34, 29, 40, 9, 37]",0.425,"[0.25, 0.25, 0.25, 0.5, 0.5, 0.5, 0.25, 0.5, 1.0, 0.25]","[3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 0, 3.0]"
134,1,control,2020-09-18 00:41:26.459865,2020-09-18 00:44:23.30746,2020-09-18 00:47:06.886153,5.5,0,College degree,Yes,27,female,-,-,,0,4,"[4, 4, 6, 3, 5, 5, 6, 7, 12, 6]","[32, 24, 32, 45, 27, 27, 14, 13, -26, 12]",200.0,20.0,"[32, 24, 32, 45, 27, 27, 14, 13, -26, 12]",0.3796,"[0.333, 0.143, 0.25, 0.167, 0.286, 0.667, 0.571, 0.5, 0.308, 0.571]","[2.0, 3.0, 2.0, 3.0, 2.0, 0, 0, 0, 0, 0]"
135,1,control,2020-09-18 01:34:40.685285,2020-09-18 01:37:48.691005,2020-09-18 01:41:27.512922,6.5,0,College degree,No,44,male,-,-,None,0,4,"[3, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[45, -60, 8, 30, 10, 30, 36, 30, 34, 6]",169.0,16.9,"[45, -60, 8, 30, 10, 30, 36, 30, 34, 6]",0.3772,"[1.0, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
136,1,control,2020-09-17 16:19:10.397879,2020-09-17 16:22:55.139678,,-,0,-,-,-,-,-,-,-,0,6,"[1, 4, 3, 3, 5, 4, 3, 3]","[47, -4, 45, 41, 15, 40, 49, 29]",262.0,32.75,"[47, -30, 45, 39, 13, 38, 45, 27]",0.2814,"[0.25, 0.333, 0.167, 0.167, 0.667, 0.333, 0.167, 0.167]","[3.0, 2.0, 3.0, 3.0, 0, 2.0, 3.0, 3.0]"
137,1,control,2020-09-17 15:50:49.912129,2020-09-17 15:56:19.589601,,-,0,-,-,-,-,-,-,-,0,6,"[2, 2, 1, 1]","[22, 22, 23, 47]",114.0,28.5,"[-14, 34, 29, 49]",0.375,"[0.5, 0.5, 0.25, 0.25]","[2.0, 2.0, 3.0, 3.0]"
138,1,control,2020-09-17 15:43:07.896851,2020-09-17 15:48:21.843973,,-,0,-,-,-,-,-,-,-,5,6,"[8, 0, 0, 0, 0, 2, 4, 0]","[28, 0, 0, 0, 0, 22, -4, 0]",46.0,5.75,"[-32, 40, 48, -12, -46, 20, -26, -36]",0.1596,"[0.444, 0.0, 0.0, 0.0, 0.0, 0.5, 0.333, 0.0]","[0, 4.0, 4.0, 4.0, 4.0, 2.0, 2.0, 4.0]"
139,1,control,2020-09-17 15:44:29.16488,2020-09-17 15:47:05.790646,,-,0,-,-,-,-,-,-,-,3,6,"[0, 0, 0]","[0, 0, 0]",0.0,0.0,"[-54, -30, 48]",0.0,"[0.0, 0.0, 0.0]","[4.0, 4.0, 4.0]"
