pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
147,1,actionfeedback,2020-09-28 22:33:30.305459,2020-09-28 22:45:31.389521,2020-09-28 22:48:33.161096,14.7,0,High school graduate,No,63,female,-,-,thanks that was fun,0,4,"[1, 2, 2, 1, 1, 3, 1, 1, 1, 1]","[-1, 22, 22, 47, 47, 21, 23, 23, 47, 47]",298.0,29.8,"[15, 16, 10, 45, 47, 25, 23, 27, 53, 37]",0.375,"[0.25, 0.5, 0.5, 0.25, 0.25, 1.0, 0.25, 0.25, 0.25, 0.25]","[3.0, 2.0, 2.0, 3.0, 3.0, 0, 3.0, 3.0, 3.0, 3.0]"
148,1,actionfeedback,2020-09-28 22:40:54.902638,2020-09-28 22:46:27.434615,2020-09-28 22:49:26.996608,8.2,0,High school graduate,No,49,female,-,-,no,0,4,"[3, 2, 3, 3, 3, 1, 3, 1, 3, 3]","[21, 46, 21, 45, 21, 47, 21, 47, 45, -51]",263.0,26.3,"[15, 34, 21, 45, 15, 45, 9, 57, 39, -63]",0.8,"[1.0, 0.5, 1.0, 1.0, 1.0, 0.25, 1.0, 0.25, 1.0, 1.0]","[0, 2.0, 0, 0, 0, 3.0, 0, 3.0, 0, 0]"
149,1,actionfeedback,2020-09-28 22:39:28.718132,2020-09-28 22:46:37.849693,2020-09-28 22:50:56.733394,11.0,0,College degree,No,49,Female,-,-,No additional comments,0,4,"[9, 6, 9, 12, 9, 12, 9, 7, 6, 6]","[37, 34, 9, 12, 11, -26, 9, 29, 42, 36]",193.0,19.3,"[45, 36, 9, 12, 11, -26, 9, 29, 42, 36]",0.4429,"[0.4, 0.571, 0.4, 0.308, 0.4, 0.308, 0.4, 0.5, 0.571, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,1,actionfeedback,2020-09-28 22:42:28.244791,2020-09-28 22:46:39.16569,2020-09-28 22:53:15.103321,10.7,0,College degree,No,24,female,-,-,,2,4,"[12, 0, 8, 10, 0, 8, 10, 12, 1, 12]","[-40, 0, 24, -24, 0, 28, 32, 42, 47, 38]",147.0,14.7,"[-40, -16, 24, -24, -48, 28, 32, 42, 41, 38]",0.2437,"[0.308, 0.0, 0.091, 0.364, 0.0, 0.444, 0.364, 0.308, 0.25, 0.308]","[0, 4.0, 3.0, 0, 4.0, 0, 0, 0, 3.0, 0]"
151,1,actionfeedback,2020-09-28 22:45:49.289971,2020-09-28 22:51:04.781074,2020-09-28 22:57:39.125509,11.5,0,High school graduate,No,37,Female,-,-,,1,4,"[3, 3, 3, 3, 3, 10, 3, 6, 4, 0]","[21, 45, 21, 45, -27, -46, 5, -26, 6, 0]",44.0,4.4,"[27, 43, 19, 47, -37, -46, -23, -28, -18, -56]",0.5935,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.364, 0.0, 0.571, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 4.0, 0, 4.0, 4.0]"
152,1,actionfeedback,2020-09-28 22:44:01.449318,2020-09-28 22:51:36.257099,2020-09-28 22:56:56.977368,12.7,0,College degree,No,49,female,-,-,,0,4,"[4, 10, 6, 10, 8, 4, 6, 4, 7, 5]","[14, 32, 44, -46, 10, 52, 12, 16, 35, 37]",206.0,20.6,"[14, 32, 44, -46, 10, 50, 12, 16, 35, 37]",0.3854,"[0.143, 0.364, 0.571, 0.364, 0.2, 0.8, 0.571, 0.333, 0.222, 0.286]","[3.0, 0, 0, 0, 2.0, 0, 0, 2.0, 2.0, 2.0]"
153,1,actionfeedback,2020-09-28 22:39:46.035623,2020-09-28 22:52:16.877039,2020-09-28 22:56:39.898977,16.4,0,High school graduate,No,53,Male,-,-,No comments,0,4,"[7, 2, 3, 5, 2, 2, 1, 1, 1, 2]","[45, 22, 29, 15, 30, 22, 23, 47, 23, 42]",298.0,29.8,"[37, 28, 33, 15, 26, 24, 35, 39, 15, 38]",0.2242,"[0.1, 0.5, 0.167, 0.125, 0.2, 0.2, 0.25, 0.25, 0.25, 0.2]","[3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
154,1,actionfeedback,2020-09-28 22:48:17.297476,2020-09-28 22:54:02.737344,2020-09-28 22:57:18.764609,8.8,0,High school graduate,No,45,male,-,-,,0,4,"[6, 3, 4, 5, 3, 3, 5, 5, 5, 3]","[34, 45, 28, 11, 45, 45, 39, 51, 15, 45]",358.0,35.8,"[32, 45, 24, 7, 39, 35, 43, 53, 17, 37]",0.8039,"[0.571, 1.0, 0.8, 0.667, 1.0, 1.0, 0.667, 0.667, 0.667, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,1,actionfeedback,2020-09-28 22:51:52.465488,2020-09-28 22:56:56.737072,2020-09-28 23:00:36.479072,8.6,0,High school graduate,No,30,female,-,-,,0,4,"[9, 9, 6, 6, 6, 6, 6, 6, 6, 6]","[35, 11, 48, 12, 16, 44, 16, 18, 42, 40]",282.0,28.2,"[35, 11, 48, 12, 16, 44, 16, 18, 42, 40]",0.5368,"[0.4, 0.4, 0.571, 0.571, 0.571, 0.571, 0.571, 0.571, 0.571, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
156,1,actionfeedback,2020-09-28 22:52:48.036588,2020-09-28 22:57:04.455361,2020-09-28 23:00:09.809585,7.1,0,College degree,No,55,Male,-,-,Thank you.,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[21, 21, -27, 21, 21, 45, 21, 45, 45, 45]",258.0,25.8,"[27, 29, -23, 33, 11, 39, 15, 43, 45, 39]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,1,actionfeedback,2020-09-28 22:48:58.813328,2020-09-28 22:57:05.490872,2020-09-28 23:02:59.087179,13.7,0,High school graduate,No,65,female,-,-,thanks,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-24, 46, 18, 46, -60, -56, 48, -50, 38, 14]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
158,1,actionfeedback,2020-09-28 22:53:40.827943,2020-09-28 22:57:11.085495,2020-09-28 23:04:06.013304,10.1,0,College degree,No,47,male,-,-,fun game,9,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 47]",47.0,4.7,"[-42, 16, 38, 44, -44, 50, 50, 50, -54, 37]",0.025,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0]"
159,1,actionfeedback,2020-09-28 22:51:23.490776,2020-09-28 22:57:45.977834,2020-09-28 23:01:39.29892,9.9,0,High school graduate,No,59,Female,-,-,,0,4,"[1, 1, 2, 2, 1, 3, 3, 3, 3, 3]","[23, 23, 22, 46, 47, 45, 45, 45, 21, 45]",362.0,36.2,"[11, 29, 16, 48, 37, 43, 51, 39, 15, 47]",0.675,"[0.25, 0.25, 0.5, 0.5, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 2.0, 2.0, 3.0, 0, 0, 0, 0, 0]"
160,1,actionfeedback,2020-09-28 22:56:04.410472,2020-09-28 23:02:29.707954,2020-09-28 23:05:58.901123,9.4,0,High school graduate,No,34,Male,-,-,,0,4,"[2, 3, 4, 4, 6, 4, 9, 5, 5, 5]","[22, 21, 24, 20, 22, 44, 43, 41, 41, 41]",319.0,31.9,"[28, 23, 16, 22, 18, 44, 35, 37, 33, 37]",0.6272,"[0.5, 0.4, 0.8, 0.8, 0.571, 0.8, 0.4, 0.667, 0.667, 0.667]","[2.0, 2.0, 0, 0, 0, 0, 0, 0, 0, 0]"
161,1,actionfeedback,2020-09-28 23:02:38.089776,2020-09-28 23:07:36.793244,2020-09-28 23:12:25.06084,9.4,0,College degree,Yes,25,Male,-,-,Neat little game. I jumped to a rushed conclusion a couple of times which affected my maximum score.,0,4,"[5, 8, 3, 4, 6, 3, 3, 8, 4, 4]","[23, 18, 43, 0, 42, 17, -3, 10, 42, 42]",234.0,23.4,"[15, 18, 35, -32, 42, 21, -59, 10, 38, 46]",0.3399,"[0.667, 0.444, 0.167, 0.333, 0.111, 0.167, 0.4, 0.444, 0.333, 0.333]","[0, 0, 3.0, 2.0, 3.0, 3.0, 2.0, 0, 2.0, 2.0]"
162,1,actionfeedback,2020-09-28 23:07:52.658915,2020-09-28 23:12:07.899645,2020-09-28 23:16:28.773794,8.2,0,High school graduate,No,32,male,-,-,,0,4,"[5, 3, 12, 7, 3, 6, 6, 9, 8, 6]","[-1, 1, -26, 51, 21, 42, 48, 45, 40, 48]",269.0,26.9,"[15, -19, -26, 51, 33, 42, 48, 45, 38, 48]",0.4044,"[0.0, 0.0, 0.308, 0.5, 1.0, 0.25, 0.571, 0.4, 0.444, 0.571]","[4.0, 4.0, 0, 0, 0, 2.0, 0, 0, 0, 0]"
163,1,actionfeedback,2020-09-28 22:06:15.082177,2020-09-28 22:09:02.798593,2020-09-28 22:16:46.431715,10.4,0,College degree,Yes,52,Male,-,-,"The time penalty should count down. This will encourage participants to remain somewhat focused. Without a countdown, there is a stronger temptation to click away for a bit, or even quit the study entirely out of frustration.",2,3,"[1, 1, 1, 0, 0, 3, 3, 3, 3, 3]","[-1, -1, -1, 0, 0, 21, -27, 45, 45, 45]",126.0,12.6,"[17, -47, -51, 54, 26, 27, -17, 45, 35, 39]",0.525,"[0.0, 0.0, 0.25, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 3.0, 4.0, 4.0, 0, 0, 0, 0, 0]"
